"initial_alias","converted_alias","name","description","namespace"
"DGKB","ENSG00000136267","DGKB","diacylglycerol kinase beta [Source:HGNC Symbol;Acc:HGNC:2850]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IP6K3","ENSG00000161896","IP6K3","inositol hexakisphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17269]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MT1DP","ENSG00000205361","MT1DP","metallothionein 1D, pseudogene [Source:HGNC Symbol;Acc:HGNC:7396]","GENECARDS,HGNC"
"HIC1","ENSG00000177374","HIC1","HIC ZBTB transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:4909]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CSF1","ENSG00000184371","CSF1","colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP27C1","ENSG00000186684","CYP27C1","cytochrome P450 family 27 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:33480]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NLRX1","ENSG00000160703","NLRX1","NLR family member X1 [Source:HGNC Symbol;Acc:HGNC:29890]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPOP","ENSG00000121067","SPOP","speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STS","ENSG00000101846","STS","steroid sulfatase [Source:HGNC Symbol;Acc:HGNC:11425]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LAMC3","ENSG00000050555","LAMC3","laminin subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:6494]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM89","ENSG00000183396","TMEM89","transmembrane protein 89 [Source:HGNC Symbol;Acc:HGNC:32372]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDRG1","ENSG00000104419","NDRG1","N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADAM11","ENSG00000073670","ADAM11","ADAM metallopeptidase domain 11 [Source:HGNC Symbol;Acc:HGNC:189]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM131A","ENSG00000175182","FAM131A","family with sequence similarity 131 member A [Source:HGNC Symbol;Acc:HGNC:28308]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TTLL7","ENSG00000137941","TTLL7","tubulin tyrosine ligase like 7 [Source:HGNC Symbol;Acc:HGNC:26242]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CREB5","ENSG00000146592","CREB5","cAMP responsive element binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16844]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRFIP2","ENSG00000093167","LRRFIP2","LRR binding FLII interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6703]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MLXIP","ENSG00000175727","MLXIP","MLX interacting protein [Source:HGNC Symbol;Acc:HGNC:17055]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ING1","ENSG00000153487","ING1","inhibitor of growth family member 1 [Source:HGNC Symbol;Acc:HGNC:6062]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PARP15","ENSG00000173200","PARP15","poly(ADP-ribose) polymerase family member 15 [Source:HGNC Symbol;Acc:HGNC:26876]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NFKBIB","ENSG00000104825","NFKBIB","NFKB inhibitor beta [Source:HGNC Symbol;Acc:HGNC:7798]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"USHBP1","ENSG00000130307","USHBP1","USH1 protein network component harmonin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24058]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TPSG1","ENSG00000116176","TPSG1","tryptase gamma 1 [Source:HGNC Symbol;Acc:HGNC:14134]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FCRL1","ENSG00000163534","FCRL1","Fc receptor like 1 [Source:HGNC Symbol;Acc:HGNC:18509]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF287","ENSG00000141040","ZNF287","zinc finger protein 287 [Source:HGNC Symbol;Acc:HGNC:13502]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RTN1","ENSG00000139970","RTN1","reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CNP","ENSG00000173786","CNP","2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TTC38","ENSG00000075234","TTC38","tetratricopeptide repeat domain 38 [Source:HGNC Symbol;Acc:HGNC:26082]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LDLRAD2","ENSG00000187942","LDLRAD2","low density lipoprotein receptor class A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:32071]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUMB","ENSG00000133961","NUMB","NUMB endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8060]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SORL1","ENSG00000137642","SORL1","sortilin related receptor 1 [Source:HGNC Symbol;Acc:HGNC:11185]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLD5","ENSG00000180287","PLD5","phospholipase D family member 5 [Source:HGNC Symbol;Acc:HGNC:26879]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TCEA3","ENSG00000204219","TCEA3","transcription elongation factor A3 [Source:HGNC Symbol;Acc:HGNC:11615]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDKN2C","ENSG00000123080","CDKN2C","cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPRASP2","ENSG00000158301","GPRASP2","G protein-coupled receptor associated sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:25169]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARMCX5-GPRASP2","ENSG00000158301","GPRASP2","G protein-coupled receptor associated sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:25169]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"ARMCX5-GPRASP2","ENSG00000286237","ARMCX5-GPRASP2","ARMCX5-GPRASP2 readthrough [Source:HGNC Symbol;Acc:HGNC:42000]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"FGFR1","ENSG00000077782","FGFR1","fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OTUD7B","ENSG00000264522","OTUD7B","OTU deubiquitinase 7B [Source:HGNC Symbol;Acc:HGNC:16683]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GFRA1","ENSG00000151892","GFRA1","GDNF family receptor alpha 1 [Source:HGNC Symbol;Acc:HGNC:4243]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"ZBTB16","ENSG00000109906","ZBTB16","zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RASGEF1C","ENSG00000146090","RASGEF1C","RasGEF domain family member 1C [Source:HGNC Symbol;Acc:HGNC:27400]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDE3A","ENSG00000172572","PDE3A","phosphodiesterase 3A [Source:HGNC Symbol;Acc:HGNC:8778]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SH2D1B","ENSG00000198574","SH2D1B","SH2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:30416]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AIFM1","ENSG00000156709","AIFM1","apoptosis inducing factor mitochondria associated 1 [Source:HGNC Symbol;Acc:HGNC:8768]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KRTAP5-1","ENSG00000205869","KRTAP5-1","keratin associated protein 5-1 [Source:HGNC Symbol;Acc:HGNC:23596]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NIPAL1","ENSG00000163293","NIPAL1","NIPA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCUN1D4","ENSG00000109184","DCUN1D4","defective in cullin neddylation 1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28998]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMPDL3B","ENSG00000130768","SMPDL3B","sphingomyelin phosphodiesterase acid like 3B [Source:HGNC Symbol;Acc:HGNC:21416]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GNAL","ENSG00000141404","GNAL","G protein subunit alpha L [Source:HGNC Symbol;Acc:HGNC:4388]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTPRM","ENSG00000173482","PTPRM","protein tyrosine phosphatase receptor type M [Source:HGNC Symbol;Acc:HGNC:9675]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EYS","ENSG00000188107","EYS","eyes shut homolog [Source:HGNC Symbol;Acc:HGNC:21555]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMAD3","ENSG00000166949","SMAD3","SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ROBO3","ENSG00000154134","ROBO3","roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HLA-B","ENSG00000234745","HLA-B","major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HPCAL4","ENSG00000116983","HPCAL4","hippocalcin like 4 [Source:HGNC Symbol;Acc:HGNC:18212]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRPS1","ENSG00000104447","TRPS1","transcriptional repressor GATA binding 1 [Source:HGNC Symbol;Acc:HGNC:12340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"INMT","ENSG00000241644","INMT","indolethylamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:6069]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP26B1","ENSG00000003137","CYP26B1","cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CNPY4","ENSG00000166997","CNPY4","canopy FGF signaling regulator 4 [Source:HGNC Symbol;Acc:HGNC:28631]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CA14","ENSG00000118298","CA14","carbonic anhydrase 14 [Source:HGNC Symbol;Acc:HGNC:1372]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NR1H3","ENSG00000025434","NR1H3","nuclear receptor subfamily 1 group H member 3 [Source:HGNC Symbol;Acc:HGNC:7966]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CASP5","ENSG00000137757","CASP5","caspase 5 [Source:HGNC Symbol;Acc:HGNC:1506]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCF4","ENSG00000100365","NCF4","neutrophil cytosolic factor 4 [Source:HGNC Symbol;Acc:HGNC:7662]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATG14","ENSG00000126775","ATG14","autophagy related 14 [Source:HGNC Symbol;Acc:HGNC:19962]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ASCC2","ENSG00000100325","ASCC2","activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYSTM1","ENSG00000120306","CYSTM1","cysteine rich transmembrane module containing 1 [Source:HGNC Symbol;Acc:HGNC:30239]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPP14","ENSG00000163684","RPP14","ribonuclease P/MRP subunit p14 [Source:HGNC Symbol;Acc:HGNC:30327]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPP14","ENSG00000255154","HTD2","hydroxyacyl-thioester dehydratase type 2 [Source:HGNC Symbol;Acc:HGNC:53111]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SELENOS","ENSG00000131871","SELENOS","selenoprotein S [Source:HGNC Symbol;Acc:HGNC:30396]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM180A","ENSG00000189320","FAM180A","family with sequence similarity 180 member A [Source:HGNC Symbol;Acc:HGNC:33773]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"B3GNT6","ENSG00000198488","B3GNT6","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:24141]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GAL3ST1","ENSG00000128242","GAL3ST1","galactose-3-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:24240]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UGCG","ENSG00000148154","UGCG","UDP-glucose ceramide glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:12524]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC6A10P","ENSG00000214617","SLC6A10P","solute carrier family 6 member 10, pseudogene [Source:HGNC Symbol;Acc:HGNC:11043]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SLC6A10P","ENSG00000290985","SLC6A10P","solute carrier family 6 member 10, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:386757]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"RNF167","ENSG00000108523","RNF167","ring finger protein 167 [Source:HGNC Symbol;Acc:HGNC:24544]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLIP1","ENSG00000130779","CLIP1","CAP-Gly domain containing linker protein 1 [Source:HGNC Symbol;Acc:HGNC:10461]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADRA1A","ENSG00000120907","ADRA1A","adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HMGCLL1","ENSG00000146151","HMGCLL1","3-hydroxy-3-methylglutaryl-CoA lyase like 1 [Source:HGNC Symbol;Acc:HGNC:21359]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DSTN","ENSG00000125868","DSTN","destrin, actin depolymerizing factor [Source:HGNC Symbol;Acc:HGNC:15750]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAP1","ENSG00000131236","CAP1","cyclase associated actin cytoskeleton regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:20040]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDZD2","ENSG00000133401","PDZD2","PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18486]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAPN9","ENSG00000135773","CAPN9","calpain 9 [Source:HGNC Symbol;Acc:HGNC:1486]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GNG12","ENSG00000172380","GNG12","G protein subunit gamma 12 [Source:HGNC Symbol;Acc:HGNC:19663]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FOSB","ENSG00000125740","FOSB","FosB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3797]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP6V1E1","ENSG00000131100","ATP6V1E1","ATPase H+ transporting V1 subunit E1 [Source:HGNC Symbol;Acc:HGNC:857]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPM2A","ENSG00000112425","EPM2A","EPM2A glucan phosphatase, laforin [Source:HGNC Symbol;Acc:HGNC:3413]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTM1","ENSG00000171100","MTM1","myotubularin 1 [Source:HGNC Symbol;Acc:HGNC:7448]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIRT7","ENSG00000187531","SIRT7","sirtuin 7 [Source:HGNC Symbol;Acc:HGNC:14935]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TLR5","ENSG00000187554","TLR5","toll like receptor 5 [Source:HGNC Symbol;Acc:HGNC:11851]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NR1H2","ENSG00000131408","NR1H2","nuclear receptor subfamily 1 group H member 2 [Source:HGNC Symbol;Acc:HGNC:7965]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HYAL4","ENSG00000106302","HYAL4","hyaluronidase 4 [Source:HGNC Symbol;Acc:HGNC:5323]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRAPPC8","ENSG00000153339","TRAPPC8","trafficking protein particle complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:29169]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYD88","ENSG00000172936","MYD88","MYD88 innate immune signal transduction adaptor [Source:HGNC Symbol;Acc:HGNC:7562]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EGLN1","ENSG00000135766","EGLN1","egl-9 family hypoxia inducible factor 1 [Source:HGNC Symbol;Acc:HGNC:1232]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNK1","ENSG00000174292","TNK1","tyrosine kinase non receptor 1 [Source:HGNC Symbol;Acc:HGNC:11940]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TASOR","ENSG00000163946","TASOR","transcription activation suppressor [Source:HGNC Symbol;Acc:HGNC:30314]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"YIF1B","ENSG00000167645","YIF1B","Yip1 interacting factor homolog B, membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:30511]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACOX1","ENSG00000161533","ACOX1","acyl-CoA oxidase 1 [Source:HGNC Symbol;Acc:HGNC:119]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TLK1","ENSG00000198586","TLK1","tousled like kinase 1 [Source:HGNC Symbol;Acc:HGNC:11841]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CFAP184","ENSG00000173013","CFAP184","cilia and flagella associated protein 184 [Source:HGNC Symbol;Acc:HGNC:26900]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"NA","None","None","None",""
"PHF23","ENSG00000040633","PHF23","PHD finger protein 23 [Source:HGNC Symbol;Acc:HGNC:28428]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NKG7","ENSG00000105374","NKG7","natural killer cell granule protein 7 [Source:HGNC Symbol;Acc:HGNC:7830]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FGD3","ENSG00000127084","FGD3","FYVE, RhoGEF and PH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16027]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TAT","ENSG00000198650","TAT","tyrosine aminotransferase [Source:HGNC Symbol;Acc:HGNC:11573]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A3","ENSG00000075415","SLC25A3","solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLUAP1","ENSG00000103351","CLUAP1","clusterin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19009]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PBX3","ENSG00000167081","PBX3","PBX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:8634]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CEACAM7","ENSG00000007306","CEACAM7","CEA cell adhesion molecule 7 [Source:HGNC Symbol;Acc:HGNC:1819]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSPAN3","ENSG00000140391","TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TPM1","ENSG00000140416","TPM1","tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DIRAS3","ENSG00000162595","DIRAS3","DIRAS family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:687]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLEC18C","ENSG00000157335","CLEC18C","C-type lectin domain family 18 member C [Source:HGNC Symbol;Acc:HGNC:28538]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLEC18A","ENSG00000157322","CLEC18A","C-type lectin domain family 18 member A [Source:HGNC Symbol;Acc:HGNC:30388]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLEC18A","ENSG00000157335","CLEC18C","C-type lectin domain family 18 member C [Source:HGNC Symbol;Acc:HGNC:28538]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLEC18B","ENSG00000140839","CLEC18B","C-type lectin domain family 18 member B [Source:HGNC Symbol;Acc:HGNC:33849]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADA2","ENSG00000093072","ADA2","adenosine deaminase 2 [Source:HGNC Symbol;Acc:HGNC:1839]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"H2BC5","ENSG00000158373","H2BC5","H2B clustered histone 5 [Source:HGNC Symbol;Acc:HGNC:4747]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBPMS","ENSG00000157110","RBPMS","RNA binding protein, mRNA processing factor [Source:HGNC Symbol;Acc:HGNC:19097]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNRNP35","ENSG00000184209","SNRNP35","small nuclear ribonucleoprotein U11/U12 subunit 35 [Source:HGNC Symbol;Acc:HGNC:30852]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AHR","ENSG00000106546","AHR","aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LIX1L","ENSG00000271601","LIX1L","limb and CNS expressed 1 like [Source:HGNC Symbol;Acc:HGNC:28715]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OGDH","ENSG00000105953","OGDH","oxoglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8124]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LONRF2","ENSG00000170500","LONRF2","LON peptidase N-terminal domain and ring finger 2 [Source:HGNC Symbol;Acc:HGNC:24788]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RET","ENSG00000165731","RET","ret proto-oncogene [Source:HGNC Symbol;Acc:HGNC:9967]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VRK3","ENSG00000105053","VRK3","VRK serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:18996]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXL22","ENSG00000197361","FBXL22","F-box and leucine rich repeat protein 22 [Source:HGNC Symbol;Acc:HGNC:27537]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NTRK3","ENSG00000140538","NTRK3","neurotrophic receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:8033]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM169","ENSG00000163449","TMEM169","transmembrane protein 169 [Source:HGNC Symbol;Acc:HGNC:25130]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXL15","ENSG00000107872","FBXL15","F-box and leucine rich repeat protein 15 [Source:HGNC Symbol;Acc:HGNC:28155]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAP3K2","ENSG00000169967","MAP3K2","mitogen-activated protein kinase kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6854]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OSBPL7","ENSG00000006025","OSBPL7","oxysterol binding protein like 7 [Source:HGNC Symbol;Acc:HGNC:16387]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD52","ENSG00000169442","CD52","CD52 molecule [Source:HGNC Symbol;Acc:HGNC:1804]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF136","ENSG00000196646","ZNF136","zinc finger protein 136 [Source:HGNC Symbol;Acc:HGNC:12920]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HSH2D","ENSG00000196684","HSH2D","hematopoietic SH2 domain containing [Source:HGNC Symbol;Acc:HGNC:24920]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
